регистрационный_номер;год;период;решений_об_осуществлении_и_отказе;отказов_по_статье_27;решений_об_устранении_ошибок;решений_о_приостановлении
39448;2025;3;17;0;0;0
39448;2025;6;70;0;0;3
39448;2025;9;126;0;0;6
39448;2025;12;179;0;0;9
39448;2026;3;28;0;0;0
26953;2014;9;82;0;0;0
26953;2014;12;137;0;0;0
26953;2015;3;29;0;0;0
26953;2015;6;59;0;0;0
26953;2015;9;76;0;0;0
26953;2015;12;105;0;0;0
26953;2016;3;23;0;0;0
26953;2016;6;33;0;0;0
26953;2016;9;35;0;0;0
26953;2016;12;47;1;0;0
26953;2017;3;8;0;0;0
26953;2017;6;20;0;0;0
26953;2017;9;27;0;0;0
26953;2017;12;30;0;0;0
26953;2018;3;0;0;0;0
26953;2018;6;0;0;0;0
26953;2018;9;0;0;0;0
26953;2018;12;0;0;0;0
26953;2019;3;0;0;0;0
26953;2019;6;0;0;0;0
26953;2019;9;0;0;0;0
26953;2019;12;0;0;0;0
26953;2020;3;0;0;0;0
26953;2020;6;0;0;0;0
26953;2020;9;0;0;0;1
26953;2020;12;18;0;0;3
26953;2021;3;9;0;0;4
26953;2021;6;35;0;0;6
26953;2021;9;62;1;0;6
26953;2021;12;93;1;0;8
26953;2022;3;27;0;0;0
26953;2022;6;70;1;0;0
26953;2022;9;98;1;0;2
26953;2022;12;126;1;0;2
26953;2023;3;17;0;0;0
26953;2023;6;30;0;0;1
26953;2023;9;40;0;0;2
26953;2023;12;58;0;0;4
26953;2024;3;23;0;0;0
26953;2024;6;36;0;0;2
26953;2024;9;58;0;0;2
26953;2024;12;81;0;0;3
26953;2025;3;17;0;0;0
26953;2025;6;38;0;0;2
26953;2025;9;67;0;0;2
26953;2025;12;100;0;0;2
26953;2026;3;9;0;0;2
28012;2014;9;2479;0;0;0
28012;2014;12;3660;0;0;0
28012;2015;3;1614;2;0;0
28012;2015;6;4017;137;0;0
28012;2015;9;5563;162;0;0
28012;2015;12;8024;246;0;0
28012;2016;3;1173;8;0;0
28012;2016;6;2955;14;0;0
28012;2016;9;3738;21;0;0
28012;2016;12;4465;27;0;0
28012;2017;3;410;0;0;0
28012;2017;6;933;0;0;0
28012;2017;9;1360;1;0;0
28012;2017;12;1826;1;0;0
28012;2018;3;353;0;0;0
28012;2018;6;617;2;0;0
28012;2018;9;709;3;0;0
28012;2018;12;709;3;0;0
28012;2019;3;0;0;0;0
28012;2019;6;0;0;0;0
28012;2019;9;0;0;0;0
28012;2019;12;0;0;0;0
28012;2020;3;0;0;0;0
28012;2020;6;0;0;0;0
28012;2020;9;0;0;0;0
28012;2020;12;0;0;0;0
28012;2021;3;0;0;0;0
28012;2021;6;222;2;0;0
28012;2021;9;590;2;0;9
28012;2021;12;1882;8;0;15
28012;2022;3;553;0;0;4
28012;2022;6;1895;3;0;5
28012;2022;9;2606;3;0;7
28012;2022;12;2916;3;0;7
28012;2023;3;533;0;0;2
28012;2023;6;1172;0;0;2
28012;2023;9;1889;1;0;50
28012;2023;12;2746;3;0;75
28012;2024;3;609;0;0;15
28012;2024;6;1234;0;0;15
28012;2024;9;1750;0;0;15
28012;2024;12;2648;0;0;16
28012;2025;3;960;0;0;3
28012;2025;6;1391;0;0;5
28012;2025;9;1925;0;0;14
28012;2025;12;2641;0;0;21
28012;2026;3;371;6;0;0
31473;2014;9;0;0;0;0
31473;2014;12;7;0;0;0
31473;2015;3;19;1;0;0
31473;2015;6;31;2;0;0
31473;2015;9;33;2;0;0
31473;2015;12;37;2;0;0
31473;2016;3;1;0;0;0
31473;2016;6;7;0;0;0
31473;2016;9;7;0;0;0
31473;2016;12;7;0;0;0
31473;2017;3;0;0;0;0
31473;2017;6;0;0;0;0
31473;2017;9;0;0;0;0
31473;2017;12;0;0;0;0
31473;2018;3;0;0;0;0
31473;2018;6;0;0;0;0
31473;2018;9;0;0;0;0
31473;2018;12;0;0;0;0
31473;2019;3;0;0;0;0
31473;2019;6;0;0;0;0
31473;2019;9;0;0;0;0
31473;2019;12;0;0;0;0
31473;2020;3;0;0;0;0
31473;2020;6;0;0;0;0
31473;2020;9;0;0;0;0
31473;2020;12;0;0;0;0
31473;2021;3;0;0;0;0
31473;2021;6;0;0;0;0
31473;2021;9;0;0;0;0
31473;2021;12;0;0;0;0
31473;2022;3;0;0;0;0
31473;2022;6;0;0;0;0
31473;2022;12;0;0;0;0
31473;2023;3;0;0;0;0
31473;2023;6;0;0;0;0
31473;2023;9;0;0;0;0
31473;2023;12;0;0;0;0
31473;2024;3;0;0;0;0
31473;2024;6;0;0;0;0
31473;2024;9;0;0;0;0
31473;2024;12;0;0;0;0
31473;2025;3;0;0;0;0
31473;2025;6;0;0;0;0
31473;2025;9;0;0;0;0
31473;2025;12;0;0;0;0
31473;2026;3;0;0;0;0
2741;2014;9;0;0;0;0
2741;2014;12;0;0;0;0
2741;2015;3;49;0;0;0
2741;2015;6;68;0;0;0
2741;2015;9;272;3;0;0
2741;2015;12;347;4;0;0
2741;2016;3;0;0;0;0
2741;2016;6;0;0;0;0
2741;2016;9;0;0;0;0
2741;2016;12;0;0;0;0
2741;2017;3;0;0;0;0
2741;2017;6;0;0;0;0
2741;2017;9;0;0;0;0
2741;2017;12;0;0;0;0
2741;2018;3;6;0;0;0
2741;2018;6;84;0;0;0
2741;2018;9;126;0;0;0
2741;2018;12;126;0;0;0
2741;2019;3;0;0;0;0
2741;2019;6;92;0;0;0
2741;2019;9;217;0;0;0
2741;2019;12;389;0;0;0
2741;2020;3;87;0;0;0
2741;2020;6;113;0;0;0
2741;2020;9;113;0;0;0
2741;2020;12;221;0;0;0
2741;2021;3;42;0;0;0
2741;2021;6;63;0;0;0
2741;2021;9;84;0;0;0
2741;2021;12;174;0;0;0
2741;2022;3;27;0;0;0
2741;2022;6;50;0;0;0
2741;2022;9;66;0;0;0
2741;2022;12;146;0;0;0
2741;2023;3;9;0;0;0
2741;2023;6;21;0;0;0
2741;2023;9;24;0;0;2
2741;2023;12;24;0;0;2
2741;2024;3;0;0;0;0
2741;2024;6;1;0;0;0
2741;2024;9;3;0;0;0
2741;2024;12;4;0;0;3
2741;2025;3;1;0;0;0
2741;2025;6;4;0;0;1
2741;2025;9;7;0;0;1
2741;2025;12;7;0;0;1
2741;2026;3;0;0;0;0
37495;2016;6;0;0;0;0
37495;2016;9;0;0;0;0
37495;2016;12;0;0;0;0
37495;2017;3;0;0;0;0
37495;2017;6;0;0;0;0
37495;2017;9;0;0;0;0
37495;2017;12;2;0;0;0
37495;2018;3;0;0;0;0
37495;2018;6;2;0;0;0
37495;2018;9;2;0;0;0
37495;2018;12;3;0;0;0
37495;2019;3;0;0;0;0
37495;2019;6;0;0;0;0
37495;2019;9;0;0;0;0
37495;2019;12;0;0;0;0
37495;2020;3;0;0;0;0
37495;2020;6;0;0;0;0
37495;2020;9;0;0;0;0
37495;2020;12;0;0;0;0
37495;2021;3;0;0;0;0
37495;2021;6;0;0;0;0
37495;2021;9;0;0;0;0
37495;2021;12;0;0;0;0
37495;2022;3;0;0;0;0
37495;2022;6;1;0;0;0
37495;2022;9;1;0;0;0
37495;2022;12;1;0;0;0
37495;2023;3;0;0;0;0
37495;2023;6;0;0;0;0
37495;2023;9;0;0;0;0
37495;2023;12;0;0;0;0
37495;2024;3;0;0;0;0
37495;2024;6;0;0;0;0
37495;2024;9;0;0;0;0
37495;2024;12;0;0;0;0
37495;2025;3;0;0;0;0
37495;2025;6;0;0;0;0
37495;2025;9;0;0;0;0
37495;2025;12;0;0;0;0
37495;2026;3;0;0;0;0
33726;2015;3;0;0;0;0
33726;2015;6;2;0;0;0
33726;2015;9;2;0;0;0
33726;2015;12;2;0;0;0
33726;2016;3;0;0;0;0
33726;2016;6;0;0;0;0
33726;2016;9;0;0;0;0
33726;2016;12;0;0;0;0
33726;2017;3;0;0;0;0
33726;2017;6;0;0;0;0
33726;2017;9;0;0;0;0
33726;2017;12;0;0;0;0
33726;2018;3;0;0;0;0
33726;2018;6;0;0;0;0
33726;2018;9;0;0;0;0
33726;2018;12;0;0;0;0
33726;2019;3;0;0;0;0
33726;2019;6;0;0;0;0
33726;2019;9;0;0;0;0
33726;2019;12;0;0;0;0
33726;2020;3;0;0;0;0
33726;2020;6;0;0;0;0
33726;2020;9;0;0;0;0
33726;2020;12;0;0;0;0
33726;2021;3;0;0;0;0
33726;2021;6;0;0;0;0
33726;2021;9;0;0;0;0
33726;2021;12;0;0;0;0
33726;2022;3;0;0;0;0
33726;2022;6;0;0;0;0
33726;2022;9;0;0;0;0
33726;2022;12;0;0;0;0
33726;2023;3;0;0;0;0
33726;2023;6;0;0;0;0
33726;2023;9;0;0;0;0
33726;2023;12;0;0;0;0
33726;2024;9;0;0;0;0
33726;2024;12;0;0;0;0
33726;2025;3;0;0;0;0
33726;2025;6;0;0;0;0
33726;2025;9;0;0;0;0
33726;2025;12;0;0;0;0
33726;2026;3;0;0;0;0
17461;2014;9;0;0;0;0
17461;2014;12;0;0;0;0
17461;2015;3;0;0;0;0
17461;2015;6;0;0;0;0
17461;2015;9;0;0;0;0
17461;2015;12;0;0;0;0
17461;2016;3;0;0;0;0
17461;2016;6;0;0;0;0
17461;2016;9;0;0;0;0
17461;2016;12;0;0;0;0
17461;2017;3;0;0;0;0
17461;2017;6;0;0;0;0
17461;2017;9;1;0;0;0
17461;2017;12;45;0;0;0
17461;2018;3;25;0;0;0
17461;2018;6;48;0;0;0
17461;2018;9;82;0;0;0
17461;2018;12;113;0;0;0
17461;2019;3;28;0;0;12
17461;2019;6;56;0;0;21
17461;2019;9;79;0;0;34
17461;2019;12;120;0;0;46
17461;2020;3;26;0;0;7
17461;2020;6;48;1;0;15
17461;2020;9;48;1;0;15
17461;2020;12;48;1;0;15
17461;2021;3;0;0;0;0
17461;2021;6;28;0;0;6
17461;2021;9;95;0;0;15
17461;2021;12;194;1;0;28
17461;2022;3;34;0;0;0
17461;2022;6;109;0;0;3
17461;2022;9;109;0;0;3
17461;2022;12;143;0;0;3
17461;2023;3;19;0;0;0
17461;2023;6;39;1;0;0
17461;2023;9;75;1;0;1
17461;2023;12;117;1;0;3
17461;2024;3;30;0;0;2
17461;2024;6;90;0;0;2
17461;2024;9;125;0;0;2
17461;2024;12;173;0;0;4
17461;2025;3;41;2;0;1
17461;2025;6;163;2;0;1
17461;2025;9;277;2;0;2
17461;2025;12;376;3;0;2
17461;2026;3;74;0;0;1
28929;2014;9;0;0;0;0
28929;2014;12;0;0;0;0
28929;2015;3;27;0;0;0
28929;2015;6;58;0;0;0
28929;2015;9;81;0;0;0
28929;2015;12;82;0;0;0
28929;2016;3;9;0;0;0
28929;2016;6;24;0;0;0
28929;2016;9;37;0;0;0
28929;2016;12;66;0;0;0
28929;2017;3;20;0;0;0
28929;2017;6;45;0;0;0
28929;2017;9;79;0;0;0
28929;2017;12;113;0;0;0
28929;2018;3;24;0;0;0
28929;2018;6;41;0;0;0
28929;2018;9;74;0;0;0
28929;2018;12;94;0;0;0
28929;2019;3;3;0;0;0
28929;2019;6;3;0;0;0
28929;2019;9;4;0;0;0
28929;2019;12;7;0;0;0
28929;2020;3;38;0;0;8
28929;2020;6;57;0;0;10
28929;2020;9;128;0;0;20
28929;2020;12;172;0;0;22
28929;2021;3;27;0;0;15
28929;2021;6;67;0;0;15
28929;2021;9;103;0;0;16
28929;2021;12;125;0;0;17
28929;2022;3;33;0;0;0
28929;2022;6;65;0;0;12
28929;2022;9;103;0;0;18
28929;2022;12;144;0;0;24
28929;2023;3;19;0;0;2
28929;2023;6;40;0;0;3
28929;2023;9;72;0;0;3
28929;2023;12;180;0;0;3
28929;2024;3;26;0;0;0
28929;2024;6;56;0;0;2
28929;2024;9;85;0;0;2
28929;2024;12;116;0;0;2
28929;2025;3;18;0;0;0
28929;2025;6;53;0;0;0
28929;2025;9;92;0;0;0
28929;2025;12;144;0;0;2
28929;2026;3;68;2;0;1
14548;2014;9;0;0;0;0
14548;2014;12;148;0;0;0
14548;2015;3;18;0;0;0
14548;2015;6;42;0;0;0
14548;2015;9;90;0;0;0
14548;2015;12;129;1;0;0
14548;2016;3;17;0;0;0
14548;2016;6;40;0;0;0
14548;2016;9;73;3;0;0
14548;2016;12;160;5;0;0
14548;2017;3;7;0;0;0
14548;2017;6;36;0;0;0
14548;2017;9;56;0;0;0
14548;2017;12;72;0;0;0
14548;2018;3;25;0;0;0
14548;2018;6;44;0;0;0
14548;2018;9;71;0;0;0
14548;2018;12;96;0;0;0
14548;2019;3;15;0;0;0
14548;2019;6;35;0;0;0
14548;2019;9;58;0;0;0
14548;2019;12;72;0;0;0
14548;2020;3;21;0;0;0
14548;2020;6;37;0;0;1
14548;2020;9;53;0;0;4
14548;2020;12;74;0;0;4
14548;2021;3;45;0;0;1
14548;2021;6;81;0;0;1
14548;2021;9;111;0;0;1
14548;2021;12;152;0;0;1
14548;2022;3;34;0;0;0
14548;2022;6;74;0;0;0
14548;2022;9;99;0;0;0
14548;2022;12;134;0;0;0
14548;2023;3;20;0;0;0
14548;2023;6;20;0;0;0
14548;2023;9;60;0;0;0
14548;2023;12;101;0;0;2
14548;2024;3;31;0;0;4
14548;2024;6;51;0;0;5
14548;2024;9;78;0;0;5
14548;2024;12;119;0;0;5
14548;2025;3;35;0;0;1
14548;2025;6;60;0;0;1
14548;2025;9;81;0;0;2
14548;2025;12;116;0;0;2
14548;2026;3;13;0;0;0
28571;2014;9;0;0;0;0
28571;2014;12;0;0;0;0
28571;2015;3;0;0;0;0
28571;2015;6;16;0;0;0
28571;2015;9;48;0;0;0
28571;2015;12;111;0;0;0
28571;2016;3;58;0;0;0
28571;2016;6;138;0;0;0
28571;2016;9;187;0;0;0
28571;2016;12;278;0;0;0
28571;2017;3;24;0;0;0
28571;2017;6;55;0;0;0
28571;2017;9;91;0;0;0
28571;2017;12;169;0;0;0
28571;2018;3;32;0;0;0
28571;2018;6;76;0;0;0
28571;2018;9;111;0;0;0
28571;2018;12;179;0;0;0
28571;2019;3;50;0;0;3
28571;2019;6;87;0;0;19
28571;2019;9;113;0;0;24
28571;2019;12;159;0;0;33
28571;2020;3;4;0;0;0
28571;2020;6;4;0;0;0
28571;2020;9;5;0;0;1
28571;2020;12;5;0;0;1
28571;2021;3;0;0;0;0
28571;2021;6;0;0;0;1
28571;2021;9;0;0;0;1
28571;2021;12;0;0;0;1
28571;2022;3;0;0;0;0
28571;2022;6;0;0;0;0
28571;2022;12;0;0;0;0
28571;2023;3;0;0;0;0
28571;2023;6;0;0;0;0
28571;2023;9;0;0;0;0
28571;2023;12;0;0;0;0
28571;2024;3;0;0;0;0
28571;2024;6;0;0;0;0
28571;2024;9;0;0;0;0
28571;2024;12;0;0;0;0
28571;2025;3;0;0;0;0
28571;2025;6;0;0;0;0
28571;2025;9;0;0;0;0
28571;2025;12;0;0;0;0
28571;2026;3;0;0;0;0
12596;2014;9;1;0;0;0
12596;2014;12;1;0;0;0
12596;2015;3;0;0;0;0
12596;2015;6;0;0;0;0
12596;2015;9;0;0;0;0
12596;2015;12;0;0;0;0
12596;2016;3;0;0;0;0
12596;2016;6;0;0;0;0
12596;2016;9;0;0;0;0
12596;2016;12;0;0;0;0
12596;2017;3;0;0;0;0
12596;2017;6;0;0;0;0
12596;2017;9;0;0;0;0
12596;2017;12;0;0;0;0
12596;2018;3;0;0;0;0
12596;2018;6;0;0;0;0
12596;2018;9;0;0;0;0
12596;2018;12;0;0;0;0
12596;2019;3;0;0;0;0
12596;2019;6;0;0;0;0
12596;2019;9;0;0;0;0
12596;2019;12;0;0;0;0
12596;2020;3;0;0;0;0
12596;2020;6;0;0;0;0
12596;2020;9;0;0;0;0
12596;2020;12;0;0;0;0
12596;2021;3;0;0;0;0
12596;2021;6;0;0;0;0
12596;2021;9;0;0;0;0
12596;2021;12;0;0;0;0
12596;2022;3;0;0;0;0
12596;2022;6;0;0;0;0
12596;2022;9;0;0;0;0
12596;2022;12;0;0;0;0
12596;2023;3;0;0;0;0
12596;2023;6;0;0;0;0
12596;2023;9;0;0;0;0
12596;2023;12;0;0;0;0
12596;2024;9;0;0;0;0
12596;2024;12;0;0;0;0
12596;2025;3;0;0;0;0
12596;2025;6;0;0;0;0
12596;2025;9;0;0;0;0
12596;2025;12;0;0;0;0
12596;2026;3;0;0;0;0
726;2014;9;14;1;0;0
726;2014;12;14;1;0;0
726;2015;3;0;0;0;0
726;2015;6;0;0;0;0
726;2015;9;0;0;0;0
726;2015;12;0;0;0;0
726;2016;3;2;0;0;0
726;2016;6;2;0;0;0
726;2016;9;4;0;0;0
726;2016;12;6;1;0;0
726;2017;3;0;0;0;0
726;2017;6;5;0;0;0
726;2017;9;9;0;0;0
726;2017;12;13;0;0;0
726;2018;3;0;0;0;0
726;2018;6;0;0;0;0
726;2018;9;0;0;0;0
726;2018;12;0;0;0;0
726;2019;3;0;0;0;0
726;2019;6;0;0;0;0
726;2019;9;0;0;0;0
726;2019;12;0;0;0;0
726;2020;3;0;0;0;0
726;2020;6;0;0;0;0
726;2020;9;0;0;0;0
726;2020;12;0;0;0;0
726;2021;3;0;0;0;0
726;2021;6;0;0;0;0
726;2021;9;0;0;0;0
726;2021;12;0;0;0;0
726;2022;3;0;0;0;0
726;2022;6;0;0;0;0
726;2022;9;0;0;0;0
726;2022;12;0;0;0;0
726;2023;3;0;0;0;0
726;2023;6;0;0;0;0
726;2023;9;0;0;0;0
726;2023;12;0;0;0;0
726;2024;3;0;0;0;0
726;2024;6;0;0;0;0
726;2024;9;0;0;0;0
726;2024;12;0;0;0;0
726;2025;3;0;0;0;0
726;2025;6;0;0;0;0
726;2025;9;0;0;0;0
726;2025;12;0;0;0;0
726;2026;3;0;0;0;0
23699;2014;9;47;1;0;0
23699;2014;12;84;1;0;0
23699;2015;3;42;1;0;0
23699;2015;6;94;1;0;0
23699;2015;9;127;1;0;0
23699;2015;12;190;1;0;0
23699;2016;3;76;0;0;0
23699;2016;6;105;0;0;0
23699;2016;9;147;0;0;0
23699;2016;12;208;0;0;0
23699;2017;3;19;0;0;0
23699;2017;6;51;0;0;0
23699;2017;9;54;0;0;0
23699;2017;12;126;0;0;0
23699;2018;3;16;0;0;0
23699;2018;6;56;2;0;0
23699;2018;9;88;2;0;0
23699;2018;12;198;2;0;0
23699;2019;3;12;0;0;0
23699;2019;6;27;0;0;2
23699;2019;9;45;0;0;2
23699;2019;12;51;0;0;2
23699;2020;3;0;0;0;0
23699;2020;6;0;0;0;0
23699;2020;9;0;0;0;0
23699;2020;12;1;0;0;0
23699;2021;3;0;0;0;0
23699;2021;6;7;0;0;0
23699;2021;9;19;0;0;0
23699;2021;12;47;0;0;0
23699;2022;3;33;0;0;0
23699;2022;6;61;0;0;1
23699;2022;9;87;0;0;2
23699;2022;12;139;0;0;2
23699;2023;3;25;0;0;0
23699;2023;6;68;0;0;0
23699;2023;9;146;0;0;1
23699;2023;12;348;0;0;2
23699;2024;3;13;0;0;0
23699;2024;6;54;0;0;0
23699;2024;9;133;0;0;0
23699;2024;12;177;0;0;0
23699;2025;3;15;0;0;0
23699;2025;6;41;0;0;0
23699;2025;9;89;0;0;0
23699;2025;12;139;0;0;0
23699;2026;3;33;0;0;1
30297;2014;9;0;0;0;0
30297;2014;12;41;0;0;0
30297;2015;3;29;0;0;0
30297;2015;6;45;0;0;0
30297;2015;9;50;0;0;0
30297;2015;12;72;1;0;0
30297;2016;3;8;0;0;0
30297;2016;6;24;0;0;0
30297;2016;9;33;0;0;0
30297;2016;12;41;0;0;0
30297;2017;3;1;0;0;0
30297;2017;6;2;0;0;0
30297;2017;9;3;0;0;0
30297;2017;12;3;0;0;0
30297;2018;3;0;0;0;0
30297;2018;6;0;0;0;0
30297;2018;9;0;0;0;0
30297;2018;12;0;0;0;0
30297;2019;3;0;0;0;0
30297;2019;6;0;0;0;0
30297;2019;9;0;0;0;0
30297;2019;12;0;0;0;0
30297;2020;3;0;0;0;0
30297;2020;6;0;0;0;0
30297;2020;9;0;0;0;0
30297;2020;12;0;0;0;0
30297;2021;3;0;0;0;0
30297;2021;6;0;0;0;0
30297;2021;9;0;0;0;0
30297;2021;12;0;0;0;0
30297;2022;3;0;0;0;0
30297;2022;6;0;0;0;0
30297;2022;12;0;0;0;0
30297;2023;3;0;0;0;0
30297;2023;6;0;0;0;0
30297;2023;9;0;0;0;0
30297;2023;12;0;0;0;0
30297;2024;3;0;0;0;0
30297;2024;6;0;0;0;0
30297;2024;9;0;0;0;0
30297;2024;12;0;0;0;0
30297;2025;3;0;0;0;0
30297;2025;6;0;0;0;0
30297;2025;9;0;0;0;0
30297;2025;12;0;0;0;0
30297;2026;3;0;0;0;0
22059;2014;9;0;0;0;0
22059;2014;12;98;0;0;0
22059;2015;3;6;0;0;0
22059;2015;6;6;0;0;0
22059;2015;9;6;0;0;0
22059;2015;12;6;0;0;0
22059;2016;3;0;0;0;0
22059;2016;6;6;0;0;0
22059;2016;9;11;0;0;0
22059;2016;12;12;0;0;0
22059;2017;3;0;0;0;0
22059;2017;6;0;0;0;0
22059;2017;9;4;0;0;0
22059;2017;12;49;0;0;0
22059;2018;3;23;0;0;0
22059;2018;6;49;0;0;0
22059;2018;9;105;0;0;0
22059;2018;12;190;0;0;0
22059;2019;3;228;0;0;1
22059;2019;6;390;0;0;7
22059;2019;9;432;0;0;8
22059;2019;12;462;0;0;8
22059;2020;3;15;0;0;0
22059;2020;6;30;0;0;0
22059;2020;9;62;0;0;0
22059;2020;12;62;0;0;0
22059;2021;3;17;0;0;5
22059;2021;6;30;0;0;16
22059;2021;9;30;0;0;16
22059;2021;12;30;0;0;16
22059;2022;3;8;0;0;0
22059;2022;6;33;0;0;1
22059;2022;9;49;0;0;3
22059;2022;12;99;0;0;3
22059;2023;3;6;0;0;0
22059;2023;6;26;0;0;0
22059;2023;9;29;0;0;3
22059;2023;12;54;0;0;3
22059;2024;3;19;0;0;0
22059;2024;6;36;0;0;0
22059;2024;9;46;0;0;0
22059;2024;12;68;0;0;0
22059;2025;3;1;0;0;1
22059;2025;6;1;0;0;1
22059;2025;9;3;0;0;1
22059;2025;12;3;0;0;1
22059;2026;3;0;0;0;0
27800;2014;9;0;0;0;0
27800;2014;12;11;0;0;0
27800;2015;3;24;0;0;0
27800;2015;6;37;0;0;0
27800;2015;9;39;0;0;0
27800;2015;12;50;0;0;0
27800;2016;3;7;0;0;0
27800;2016;6;10;0;0;0
27800;2016;9;33;0;0;0
27800;2016;12;40;0;0;0
27800;2017;3;4;0;0;0
27800;2017;6;10;0;0;0
27800;2017;9;15;0;0;0
27800;2017;12;20;0;0;0
27800;2018;3;8;0;0;0
27800;2018;6;15;0;0;0
27800;2018;9;22;0;0;0
27800;2018;12;29;0;0;0
27800;2019;3;6;0;0;0
27800;2019;6;28;0;0;0
27800;2019;9;41;0;0;0
27800;2019;12;83;0;0;1
27800;2020;3;28;0;0;0
27800;2020;6;30;0;0;0
27800;2020;9;30;0;0;0
27800;2020;12;30;0;0;0
27800;2021;3;0;0;0;0
27800;2021;6;0;0;0;0
27800;2021;9;0;0;0;0
27800;2021;12;0;0;0;0
27800;2022;3;0;0;0;0
27800;2022;6;0;0;0;0
27800;2022;12;0;0;0;0
27800;2023;3;0;0;0;0
27800;2023;6;0;0;0;0
27800;2023;9;0;0;0;0
27800;2023;12;0;0;0;0
27800;2024;3;0;0;0;0
27800;2024;6;0;0;0;0
27800;2024;9;0;0;0;0
27800;2024;12;0;0;0;0
27800;2025;3;0;0;0;0
27800;2025;6;0;0;0;0
27800;2025;9;0;0;0;0
27800;2025;12;0;0;0;0
27800;2026;3;0;0;0;0
28330;2014;9;0;0;0;0
28330;2014;12;0;0;0;0
28330;2015;3;0;0;0;0
28330;2015;6;0;0;0;0
28330;2015;9;0;0;0;0
28330;2015;12;0;0;0;0
28330;2016;3;0;0;0;0
28330;2016;6;0;0;0;0
28330;2016;9;0;0;0;0
28330;2016;12;0;0;0;0
28330;2017;3;0;0;0;0
28330;2017;6;0;0;0;0
28330;2017;9;0;0;0;0
28330;2017;12;0;0;0;0
28330;2018;3;0;0;0;0
28330;2018;6;0;0;0;0
28330;2018;9;0;0;0;0
28330;2018;12;0;0;0;0
28330;2019;3;0;0;0;0
28330;2019;6;0;0;0;0
28330;2019;9;0;0;0;0
28330;2019;12;0;0;0;0
28330;2020;3;0;0;0;0
28330;2020;6;0;0;0;0
28330;2020;9;0;0;0;0
28330;2020;12;0;0;0;0
28330;2021;3;0;0;0;0
28330;2021;6;0;0;0;0
28330;2021;9;0;0;0;0
28330;2021;12;0;0;0;0
28330;2022;3;0;0;0;0
28330;2022;6;0;0;0;0
28330;2022;9;0;0;0;0
28330;2022;12;0;0;0;0
28330;2023;3;0;0;0;0
28330;2023;6;0;0;0;0
28330;2023;9;0;0;0;0
28330;2023;12;0;0;0;0
28330;2024;9;0;0;0;0
28330;2024;12;0;0;0;0
28330;2025;3;0;0;0;0
28330;2025;6;0;0;0;0
28330;2025;9;0;0;0;0
28330;2025;12;0;0;0;0
28330;2026;3;0;0;0;0
31949;2014;12;7;0;0;0
31949;2015;3;37;1;0;0
31949;2015;6;67;1;0;0
31949;2015;9;94;4;0;0
31949;2015;12;122;4;0;0
31949;2016;3;23;0;0;0
31949;2016;6;32;0;0;0
31949;2016;9;38;0;0;0
31949;2016;12;86;1;0;0
31949;2017;3;59;0;0;0
31949;2017;6;119;0;0;0
31949;2017;9;148;0;0;0
31949;2017;12;171;0;0;0
31949;2018;3;30;0;0;0
31949;2018;6;54;0;0;0
31949;2018;9;60;0;0;0
31949;2018;12;60;0;0;0
31949;2019;3;0;0;0;0
31949;2019;6;0;0;0;0
31949;2019;9;71;0;0;1
31949;2019;12;89;0;0;2
31949;2020;3;16;0;0;1
31949;2020;6;86;0;0;1
31949;2020;9;96;0;0;2
31949;2020;12;105;0;0;2
31949;2021;3;3;0;0;0
31949;2021;6;9;0;1;0
31949;2021;9;22;0;0;0
31949;2021;12;27;0;0;0
31949;2022;3;7;0;0;0
31949;2022;6;20;0;0;0
31949;2022;9;44;0;0;0
31949;2022;12;48;0;0;0
31949;2023;3;7;0;0;0
31949;2023;6;26;0;0;0
31949;2023;9;42;0;0;0
31949;2023;12;46;0;0;0
31949;2024;3;3;0;0;0
31949;2024;6;9;0;0;0
31949;2024;9;31;0;0;0
31949;2024;12;48;0;0;0
31949;2025;3;5;0;0;0
31949;2025;6;18;0;0;0
31949;2025;9;31;0;0;2
31949;2025;12;56;0;0;2
31949;2026;3;8;0;0;1
21857;2014;9;0;0;0;0
21857;2014;12;131;0;0;0
21857;2015;3;41;0;0;0
21857;2015;6;93;1;0;0
21857;2015;9;119;1;0;0
21857;2015;12;197;2;0;0
21857;2016;3;70;1;0;0
21857;2016;6;179;5;0;0
21857;2016;9;313;8;0;0
21857;2016;12;464;10;0;0
21857;2017;3;13;0;0;0
21857;2017;6;29;0;0;0
21857;2017;9;43;0;0;0
21857;2017;12;77;0;0;0
21857;2018;3;53;0;0;0
21857;2018;6;116;0;0;0
21857;2018;9;145;0;0;0
21857;2018;12;186;0;0;0
21857;2019;3;49;0;0;1
21857;2019;6;72;0;0;1
21857;2019;9;99;0;0;1
21857;2019;12;149;0;0;5
21857;2020;3;46;0;0;1
21857;2020;6;79;0;0;1
21857;2020;9;84;0;0;1
21857;2020;12;111;0;0;6
21857;2021;3;30;0;0;5
21857;2021;6;70;0;0;6
21857;2021;9;113;0;0;6
21857;2021;12;168;0;0;7
21857;2022;3;1;0;0;1
21857;2022;6;1;0;0;1
21857;2022;12;1;0;0;1
21857;2023;3;0;0;0;0
21857;2023;6;0;0;0;0
21857;2023;9;0;0;0;0
21857;2023;12;0;0;0;0
21857;2024;3;0;0;0;0
21857;2024;6;0;0;0;0
21857;2024;9;0;0;0;0
21857;2024;12;0;0;0;0
